dataset_number,r_mm_mean,theta_mean,r_mm_std,theta_std,Delta_r_mm,Delta_theta,Delta_t_s,IB_duration_s
23,23.165,-1.9285,0.000,-0.0000,2.714,0.0068,0.120,0.040
23,25.879,-1.9217,0.038,0.0032,-1.145,-0.1302,0.240,0.080
23,24.734,-2.0519,0.000,0.0000,0.282,-0.0088,0.040,0.040
23,25.015,-2.0607,0.056,0.0019,0.070,-0.0653,0.120,0.240
23,25.086,-2.1259,0.000,0.0000,0.193,-0.0219,0.040,0.040
23,25.278,-2.1478,0.057,0.0035,0.615,-0.0026,0.040,0.240
23,25.893,-2.1504,0.000,-0.0000,-0.514,-0.1705,0.240,0.040
23,25.379,-2.3210,0.065,0.0095,-1.433,-0.1277,0.160,0.320
23,23.946,-2.4487,0.042,0.0120,1.835,0.0125,0.040,0.280
23,25.781,-2.4362,0.063,0.0019,-0.340,-0.1261,0.120,0.160
23,25.441,-2.5624,0.169,0.0056,-3.606,-0.1317,0.160,0.640
23,21.835,-2.6940,0.000,-0.0000,0.337,-0.0229,0.040,0.040
23,22.172,-2.7169,0.134,0.0042,3.573,0.0559,0.120,0.280
23,25.745,-2.6610,0.056,0.0021,-0.356,0.0129,0.040,0.160
23,25.389,-2.6481,0.011,0.0023,-0.444,0.2803,0.160,0.080
23,24.945,-2.3679,0.053,0.0059,1.177,-0.0910,0.080,0.280
23,26.121,-2.4589,0.000,-0.0000,-0.713,-0.1078,0.200,0.040
23,25.408,-2.5667,0.000,0.0000,0.208,-0.1218,0.160,0.040
23,25.616,-2.6884,0.067,0.0032,-3.535,-0.2360,0.280,0.120
23,22.081,-2.9245,0.021,0.0075,1.313,-0.0437,0.160,0.080
23,23.394,-2.9682,0.033,0.0010,2.175,-0.0391,0.120,0.160
23,25.569,-3.0073,0.000,-0.0000,-0.826,-0.2254,0.160,0.040
23,24.743,3.0505,0.004,0.0033,0.180,-0.0204,0.040,0.080
23,24.923,3.0301,0.000,-0.0000,-2.418,-0.2398,0.160,0.040
23,22.505,2.7903,0.071,0.0185,2.275,0.0044,0.080,0.720
23,24.780,2.7947,0.082,0.0017,-0.066,0.0065,0.080,0.080
23,24.714,2.8012,0.047,0.0030,-5.240,-0.0774,0.200,0.160
23,19.474,2.7238,0.005,0.0042,0.288,-0.0191,0.040,0.080
23,19.762,2.7047,0.078,0.0059,-1.553,-0.0954,0.160,0.440
23,18.210,2.6092,0.016,0.0027,-0.272,-0.0418,0.040,0.080
23,17.938,2.5674,0.118,0.0047,4.018,-0.0709,0.200,0.120
23,21.956,2.4965,0.000,-0.0000,0.741,-0.0160,0.040,0.040
23,22.697,2.4805,0.157,0.0051,1.109,0.0538,0.040,0.520
23,23.806,2.5344,0.111,0.0035,0.765,0.0035,0.040,0.120
23,24.571,2.5378,0.073,0.0019,-0.044,0.2301,0.160,0.160
23,24.527,2.7679,0.073,0.0110,0.316,-0.0004,0.040,0.240
23,24.843,2.7675,0.000,-0.0000,-0.044,0.0459,0.080,0.040
23,24.799,2.8135,0.122,0.0023,0.072,0.1702,0.120,0.160
23,24.870,2.9837,0.000,-0.0000,0.092,0.0343,0.040,0.040
23,24.962,3.0180,0.033,0.0010,-0.877,0.1900,0.160,0.080
23,24.085,-3.0752,0.114,0.0110,-0.543,0.1711,0.200,0.320
23,23.542,-2.9042,0.039,0.0045,0.090,0.0247,0.040,0.080
23,23.632,-2.8794,0.082,0.0047,1.895,-0.0003,0.080,0.120
23,25.528,-2.8798,0.000,0.0000,-0.008,0.1616,0.240,0.040
23,25.520,-2.7182,0.130,0.0011,-1.091,0.2635,0.240,0.080
23,24.429,-2.4547,0.085,0.0203,0.993,0.1665,0.200,0.320
23,25.423,-2.2882,0.111,0.0093,0.169,0.2061,0.200,0.160
23,25.592,-2.0821,0.005,0.0100,0.123,0.3700,0.520,0.120
23,25.714,-1.7121,0.073,0.0004,-0.485,0.1871,0.120,0.120
23,25.229,-1.5250,0.000,-0.0000,0.211,0.0302,0.040,0.040
23,25.441,-1.4948,0.078,0.0109,0.095,0.1627,0.120,0.200
23,25.536,-1.3322,0.054,0.0068,-0.203,0.3497,0.360,0.120
23,25.333,-0.9825,0.053,0.0055,-1.448,0.1410,0.120,0.160
23,23.885,-0.8415,0.052,0.0059,0.281,0.0216,0.040,0.160
23,24.166,-0.8200,0.112,0.0056,0.860,0.1079,0.120,0.080
23,25.026,-0.7121,0.017,0.0109,-0.880,0.4433,0.440,0.200
23,24.146,-0.2688,0.000,0.0000,0.097,0.0162,0.080,0.040
23,24.243,-0.2526,0.000,-0.0000,-0.035,0.0077,0.040,0.040
23,24.208,-0.2449,0.000,-0.0000,-2.402,0.1822,0.200,0.040
23,21.805,-0.0628,0.000,-0.0000,0.075,0.0266,0.040,0.040
23,21.880,-0.0362,0.004,0.0020,-0.059,0.0303,0.040,0.080
23,21.822,-0.0058,0.075,0.0084,-7.900,-0.0734,0.240,0.360
23,13.921,-0.0793,0.255,0.0203,0.652,-0.1990,0.080,0.400
23,14.574,-0.2783,0.000,-0.0000,0.159,-0.0320,0.120,0.040
23,14.733,-0.3103,0.000,-0.0000,1.964,-0.1875,0.120,0.040
23,16.696,-0.4978,0.044,0.0034,2.370,-0.6348,0.520,0.120
23,19.067,-1.1326,0.069,0.0024,0.194,-0.0351,0.040,0.080
23,19.261,-1.1677,0.000,-0.0000,4.720,-0.0306,0.200,0.040
23,23.980,-1.1983,0.064,0.0014,0.613,-0.0088,0.040,0.080
23,24.594,-1.2070,0.000,-0.0000,-1.304,-0.2559,0.240,0.040
23,23.290,-1.4629,0.000,-0.0000,0.633,-0.0236,0.040,0.040
23,23.923,-1.4865,0.182,0.0054,-0.793,-0.1188,0.120,0.360
23,23.130,-1.6054,0.034,0.0092,-0.150,-0.0202,0.040,0.160
23,22.980,-1.6255,0.047,0.0045,1.836,-0.0457,0.120,0.080
23,24.816,-1.6712,0.000,-0.0000,0.223,-0.0133,0.040,0.040
23,25.040,-1.6845,0.045,0.0043,0.539,-0.1196,0.160,0.200
23,25.578,-1.8041,0.108,0.0072,0.016,-0.1181,0.120,0.320
23,25.594,-1.9221,0.001,0.0018,-0.043,-0.0166,0.040,0.080
23,25.551,-1.9387,0.041,0.0021,-0.376,-0.0678,0.080,0.120
23,25.175,-2.0066,0.000,-0.0000,0.228,-0.0337,0.040,0.040
23,25.403,-2.0403,0.080,0.0090,0.123,-0.1233,0.120,0.600
23,25.526,-2.1636,0.058,0.0082,-0.094,-0.1216,0.160,0.360
23,25.432,-2.2852,0.046,0.0035,0.048,-0.0180,0.040,0.120
23,25.480,-2.3032,0.033,0.0036,-1.185,-0.1023,0.120,0.080
23,24.295,-2.4054,0.099,0.0082,-1.298,-0.0492,0.120,0.880
23,22.998,-2.4547,0.079,0.0064,0.129,-0.0202,0.040,0.200
23,23.126,-2.4748,0.060,0.0041,-0.934,-0.0480,0.120,0.160
23,22.193,-2.5229,0.060,0.0054,0.107,0.0049,0.040,0.160
23,22.300,-2.5180,0.025,0.0049,2.777,-0.0400,0.160,0.160
23,25.077,-2.5580,0.249,0.0041,0.369,-0.0445,0.040,0.360
23,25.446,-2.6024,0.049,0.0041,-1.283,-0.3566,0.400,0.080
23,24.163,-2.9590,0.081,0.0068,0.235,-0.0506,0.040,0.120
23,24.398,-3.0097,0.034,0.0112,-0.501,-0.0007,0.080,0.520
23,23.897,-3.0103,0.000,-0.0000,-4.018,-0.0742,0.200,0.040
23,19.879,-3.0845,0.092,0.0109,0.302,-0.0446,0.080,0.120
23,20.181,-3.1291,0.117,0.0001,2.353,-0.1706,0.240,0.080
23,22.534,2.9835,0.089,0.0033,2.535,0.0182,0.080,0.160
23,25.069,3.0017,0.077,0.0019,-2.448,-0.1520,0.120,0.680
23,22.621,2.8497,0.078,0.0091,0.121,-0.0372,0.040,0.120
23,22.742,2.8125,0.024,0.0079,-1.153,-0.1092,0.160,0.320
23,21.588,2.7033,0.016,0.0030,0.015,-0.0292,0.040,0.080
23,21.603,2.6741,0.133,0.0038,2.992,0.0516,0.120,0.320
23,24.595,2.7257,0.132,0.0042,-0.851,0.2857,0.200,0.280
23,23.745,3.0114,0.133,0.0046,1.586,0.1316,0.200,0.160
23,25.331,-3.1402,0.000,-0.0000,-0.696,0.2271,0.200,0.040
23,24.635,-2.9130,0.034,0.0077,-0.044,0.2367,0.280,0.160
23,24.590,-2.6763,0.037,0.0027,-0.826,0.3031,0.400,0.120
23,23.764,-2.3733,0.042,0.0046,1.856,0.1780,0.200,0.120
23,25.621,-2.1952,0.046,0.0073,-0.562,0.1816,0.200,0.160
23,25.059,-2.0136,0.035,0.0072,-0.985,0.1382,0.160,0.160
23,24.075,-1.8754,0.067,0.0037,1.862,0.0077,0.120,0.160
23,25.937,-1.8677,0.045,0.0040,-0.214,0.1445,0.160,0.160
23,25.723,-1.7232,0.046,0.0064,-0.068,0.1921,0.200,0.240
23,25.655,-1.5311,0.000,-0.0000,-1.078,0.2164,0.240,0.040
23,24.577,-1.3147,0.006,0.0013,0.175,0.0225,0.040,0.080
23,24.752,-1.2922,0.012,0.0057,1.016,-0.0026,0.080,0.080
23,25.769,-1.2947,0.000,-0.0000,-0.834,0.6096,0.600,0.040
23,24.935,-0.6851,0.079,0.0020,-0.001,0.0318,0.040,0.080
23,24.934,-0.6533,0.052,0.0105,-0.125,0.0029,0.040,0.200
23,24.809,-0.6503,0.000,-0.0000,0.454,-0.0248,0.040,0.040
23,25.263,-0.6751,0.005,0.0044,-0.630,0.1565,0.160,0.080
23,24.632,-0.5186,0.000,-0.0000,-0.623,0.2366,0.200,0.040
23,24.010,-0.2819,0.128,0.0051,0.709,-0.1712,0.160,0.080
23,24.719,-0.4531,0.000,-0.0000,-0.480,-0.2394,0.200,0.040
23,24.239,-0.6926,0.178,0.0038,-2.253,-0.1578,0.200,0.200
23,21.987,-0.8504,0.024,0.0016,2.648,-0.1232,0.200,0.120
23,24.635,-0.9736,0.123,0.0079,-1.188,-0.0872,0.120,0.360
23,23.447,-1.0608,0.038,0.0060,0.051,-0.0280,0.040,0.080
23,23.498,-1.0889,0.049,0.0045,1.886,-0.0582,0.120,0.520
23,25.385,-1.1471,0.051,0.0017,-1.542,-0.1762,0.160,0.120
23,23.843,-1.3233,0.000,-0.0000,0.051,-0.0365,0.040,0.040
23,23.893,-1.3598,0.033,0.0003,0.009,-0.0187,0.040,0.080
23,23.903,-1.3785,0.036,0.0065,1.736,-0.0082,0.120,0.080
23,25.639,-1.3867,0.067,0.0018,-0.080,-0.1258,0.160,0.360
23,25.559,-1.5126,0.081,0.0088,-0.211,-0.1198,0.200,0.240
23,25.348,-1.6323,0.135,0.0020,0.133,-0.0924,0.120,0.120
23,25.481,-1.7247,0.000,-0.0000,-0.067,-0.0121,0.040,0.040
23,25.414,-1.7368,0.000,0.0000,0.146,-0.1050,0.120,0.040
23,25.560,-1.8418,0.076,0.0076,-0.025,-0.1384,0.160,0.160
23,25.535,-1.9803,0.056,0.0140,0.001,-0.0997,0.120,0.360
23,25.536,-2.0800,0.032,0.0061,-0.237,-0.1025,0.120,0.160
23,25.299,-2.1825,0.000,0.0000,0.080,-0.0213,0.040,0.040
23,25.379,-2.2038,0.043,0.0057,-0.034,-0.0262,0.040,0.160
23,25.345,-2.2300,0.000,-0.0000,0.079,-0.1535,0.200,0.040
23,25.425,-2.3834,0.096,0.0047,-0.192,-0.1298,0.240,0.160
23,25.232,-2.5132,0.113,0.0051,0.007,-0.0983,0.080,0.080
23,25.239,-2.6115,0.016,0.0064,-0.395,-0.1434,0.080,0.200
23,24.844,-2.7549,0.095,0.0145,-4.310,-0.0987,0.240,0.720
23,20.534,-2.8536,0.000,-0.0000,0.097,-0.0359,0.080,0.040
23,20.631,-2.8895,0.000,0.0000,4.392,-0.0658,0.200,0.040
23,25.023,-2.9553,0.186,0.0027,0.523,0.2004,0.120,0.160
23,25.546,-2.7549,0.030,0.0037,0.097,0.1617,0.200,0.080
23,25.643,-2.5933,0.096,0.0027,-1.873,0.2220,0.200,0.120
23,23.770,-2.3713,0.035,0.0018,2.062,0.0335,0.120,0.080
23,25.832,-2.3379,0.000,-0.0000,-0.601,0.1991,0.160,0.040
23,25.230,-2.1388,0.031,0.0018,0.009,0.2541,0.240,0.080
23,25.239,-1.8846,0.069,0.0097,0.859,0.0012,0.040,0.280
23,26.098,-1.8835,0.000,-0.0000,-0.185,0.0076,0.040,0.040
23,25.912,-1.8759,0.000,0.0000,0.228,-0.0890,0.080,0.040
23,26.140,-1.9649,0.083,0.0015,-0.615,-0.1395,0.120,0.080
23,25.525,-2.1044,0.159,0.0052,0.182,-0.0734,0.080,0.120
23,25.708,-2.1778,0.111,0.0019,-0.269,-0.1335,0.120,0.120
23,25.439,-2.3113,0.000,-0.0000,0.076,-0.0239,0.040,0.040
23,25.515,-2.3352,0.170,0.0078,-0.118,-0.0902,0.120,0.360
23,25.397,-2.4254,0.108,0.0032,-6.965,0.0100,0.160,0.600
23,18.432,-2.4154,0.000,-0.0000,-0.329,-0.0520,0.040,0.040
23,18.103,-2.4674,0.051,0.0113,5.613,-0.0084,0.160,0.240
23,23.716,-2.4759,0.086,0.0013,1.612,-0.0279,0.160,0.120
23,25.328,-2.5038,0.035,0.0028,-0.069,-0.2586,0.280,0.160
23,25.259,-2.7624,0.000,-0.0000,-0.237,-0.2282,0.200,0.040
23,25.022,-2.9906,0.000,-0.0000,0.206,-0.0164,0.040,0.040
23,25.228,-3.0070,0.000,-0.0000,-0.006,-0.0145,0.040,0.040
23,25.223,-3.0215,0.033,0.0068,-1.500,-0.2036,0.240,0.120
23,23.723,3.0581,0.024,0.0020,-0.189,-0.0376,0.040,0.080
23,23.534,3.0206,0.045,0.0101,-7.870,0.0234,0.200,0.360
23,15.664,3.0439,0.304,0.0184,-1.863,0.2093,0.200,0.240
23,13.801,-3.0299,0.049,0.0079,1.420,0.2967,0.200,0.200
23,15.222,-2.7332,0.146,0.0112,4.114,0.2251,0.160,0.200
23,19.336,-2.5081,0.000,-0.0000,0.558,0.0317,0.040,0.040
23,19.894,-2.4764,0.000,-0.0000,0.332,0.0126,0.080,0.040
23,20.226,-2.4638,0.000,-0.0000,5.497,0.0332,0.200,0.040
23,25.723,-2.4306,0.171,0.0011,-1.564,0.3195,0.240,0.080
23,24.159,-2.1110,0.041,0.0022,-1.560,0.1432,0.200,0.200
23,22.599,-1.9678,0.000,-0.0000,-0.018,0.0233,0.040,0.040
23,22.580,-1.9445,0.000,-0.0000,1.794,0.1467,0.200,0.040
23,24.375,-1.7978,0.000,-0.0000,0.417,0.0285,0.040,0.040
23,24.792,-1.7693,0.090,0.0028,1.129,-0.1313,0.080,0.080
23,25.921,-1.9006,0.062,0.0049,-0.541,-0.1269,0.120,0.160
23,25.380,-2.0275,0.082,0.0016,0.440,-0.0541,0.080,0.120
23,25.819,-2.0816,0.000,-0.0000,-0.517,-0.3792,0.240,0.040
23,25.303,-2.4608,0.000,-0.0000,0.253,-0.0403,0.040,0.040
23,25.556,-2.5011,0.175,0.0054,-6.163,-0.1644,0.280,0.840
23,19.393,-2.6656,0.063,0.0082,0.224,0.3903,0.160,0.240
23,19.617,-2.2753,0.000,-0.0000,-0.037,0.0286,0.040,0.040
23,19.580,-2.2467,0.000,0.0000,6.405,0.1052,0.160,0.040
23,25.985,-2.1415,0.057,0.0029,-0.521,0.3039,0.360,0.160
23,25.464,-1.8376,0.030,0.0052,-0.404,0.1634,0.160,0.200
23,25.060,-1.6742,0.090,0.0116,0.736,-0.0127,0.080,0.520
23,25.796,-1.6870,0.070,0.0032,-0.194,0.2776,0.160,0.120
23,25.602,-1.4094,0.121,0.0098,-0.203,0.2854,0.200,0.200
23,25.399,-1.1241,0.040,0.0007,-1.673,0.1786,0.240,0.080
23,23.726,-0.9455,0.000,-0.0000,0.035,0.0199,0.040,0.040
23,23.761,-0.9257,0.010,0.0026,-0.147,0.1938,0.240,0.080
23,23.614,-0.7318,0.075,0.0114,1.807,0.0312,0.080,0.160
23,25.420,-0.7006,0.000,-0.0000,-0.159,0.0209,0.040,0.040
23,25.261,-0.6798,0.033,0.0021,-0.693,0.1855,0.160,0.080
23,24.569,-0.4943,0.041,0.0043,0.210,0.1676,0.200,0.120
23,24.778,-0.3268,0.000,-0.0000,-0.049,0.0223,0.040,0.040
23,24.730,-0.3044,0.000,-0.0000,-0.133,0.1131,0.120,0.040
23,24.597,-0.1913,0.000,-0.0000,-0.594,0.4910,0.440,0.040
23,24.003,0.2996,0.049,0.0060,-0.244,0.2162,0.160,0.120
23,23.758,0.5159,0.026,0.0034,-0.044,0.0244,0.040,0.080
23,23.714,0.5403,0.000,-0.0000,-0.318,0.2163,0.240,0.040
23,23.396,0.7566,0.000,0.0000,0.029,0.0262,0.040,0.040
23,23.425,0.7828,0.042,0.0027,-2.319,0.1039,0.120,0.160
23,21.106,0.8867,0.209,0.0073,-0.316,0.1604,0.120,0.360
23,20.789,1.0471,0.070,0.0243,0.082,0.1151,0.080,0.520
23,20.871,1.1622,0.010,0.0049,0.034,0.0267,0.040,0.080
23,20.906,1.1889,0.000,0.0000,0.020,0.0288,0.040,0.040
23,20.926,1.2177,0.088,0.0105,1.127,0.1563,0.120,0.280
23,22.053,1.3740,0.148,0.0163,-0.955,0.1588,0.120,0.360
23,21.098,1.5327,0.069,0.0054,0.065,0.0546,0.040,0.080
23,21.162,1.5874,0.044,0.0120,2.597,0.0303,0.160,0.280
23,23.759,1.6177,0.000,-0.0000,-1.015,0.1457,0.120,0.040
23,22.744,1.7634,0.000,-0.0000,0.284,0.0336,0.040,0.040
23,23.028,1.7970,0.072,0.0082,-0.988,0.2118,0.200,0.400
23,22.040,2.0088,0.031,0.0111,0.025,0.0278,0.040,0.200
23,22.065,2.0366,0.071,0.0070,-0.952,0.0944,0.120,0.240
23,21.113,2.1309,0.069,0.0034,-0.102,0.0328,0.040,0.080
23,21.011,2.1638,0.065,0.0046,-1.482,0.0917,0.120,0.200
23,19.529,2.2554,0.000,-0.0000,0.037,0.0341,0.040,0.040
23,19.566,2.2895,0.044,0.0018,-0.461,0.1754,0.160,0.120
23,19.105,2.4648,0.089,0.0198,-2.239,0.1981,0.200,0.320
23,16.866,2.6630,0.020,0.0074,-0.238,0.0405,0.080,0.080
23,16.628,2.7035,0.043,0.0025,-3.667,0.1508,0.240,0.080
23,12.962,2.8543,0.153,0.0045,-1.544,0.3387,0.200,0.160
23,11.417,-3.0901,0.062,0.0141,2.334,0.1547,0.120,0.160
23,13.751,-2.9354,0.058,0.0060,0.168,0.0198,0.040,0.080
23,13.919,-2.9156,0.151,0.0027,2.061,0.0702,0.120,0.160
23,15.980,-2.8454,0.127,0.0032,0.565,0.0202,0.040,0.120
23,16.545,-2.8252,0.057,0.0083,-0.391,0.0448,0.040,0.120
23,16.153,-2.7804,0.000,-0.0000,0.610,0.0040,0.040,0.040
23,16.763,-2.7763,0.117,0.0033,2.574,0.0903,0.120,0.160
23,19.337,-2.6860,0.000,-0.0000,0.397,0.0166,0.040,0.040
23,19.734,-2.6694,0.158,0.0037,0.323,0.0202,0.040,0.080
23,20.057,-2.6492,0.099,0.0041,2.827,0.0052,0.120,0.080
23,22.884,-2.6439,0.106,0.0025,1.129,0.1821,0.120,0.200
23,24.013,-2.4618,0.126,0.0069,-1.993,0.2422,0.200,0.200
23,22.020,-2.2196,0.000,0.0000,0.081,0.0245,0.040,0.040
23,22.101,-2.1951,0.013,0.0019,-0.385,0.1486,0.120,0.080
23,21.716,-2.0465,0.072,0.0101,0.054,0.3030,0.200,0.200
23,21.770,-1.7435,0.000,-0.0000,0.382,0.0404,0.040,0.040
23,22.152,-1.7031,0.000,-0.0000,0.356,0.0133,0.040,0.040
23,22.508,-1.6898,0.000,-0.0000,1.411,-0.7134,0.640,0.040
23,23.919,-2.4031,0.000,-0.0000,-0.006,-0.0233,0.040,0.040
23,23.912,-2.4264,0.000,-0.0000,1.763,0.0301,0.160,0.040
23,25.675,-2.3963,0.071,0.0042,-0.127,-0.1355,0.120,0.080
23,25.549,-2.5318,0.066,0.0036,0.514,0.3591,0.240,0.160
23,26.062,-2.1727,0.012,0.0064,-0.415,0.2062,0.160,0.120
23,25.648,-1.9665,0.046,0.0041,0.190,0.0236,0.040,0.080
23,25.838,-1.9429,0.090,0.0046,-0.926,0.2213,0.160,0.120
23,24.912,-1.7216,0.000,-0.0000,0.085,0.0355,0.040,0.040
23,24.997,-1.6861,0.000,0.0000,0.178,0.0113,0.040,0.040
23,25.175,-1.6748,0.000,0.0000,0.496,0.0283,0.120,0.040
23,25.671,-1.6465,0.000,-0.0000,0.161,0.0406,0.080,0.040
23,25.831,-1.6059,0.051,0.0064,-2.305,0.2625,0.200,0.080
23,23.527,-1.3434,0.000,-0.0000,0.117,0.0413,0.040,0.040
23,23.644,-1.3021,0.050,0.0080,2.156,0.0304,0.080,0.120
23,25.800,-1.2717,0.077,0.0019,-0.358,0.1494,0.120,0.160
23,25.443,-1.1223,0.012,0.0056,-1.839,0.1186,0.120,0.160
23,23.604,-1.0037,0.000,-0.0000,0.285,0.0267,0.040,0.040
23,23.889,-0.9770,0.000,-0.0000,0.332,0.0012,0.080,0.040
23,24.221,-0.9757,0.046,0.0061,1.181,-0.0020,0.080,0.200
23,25.402,-0.9777,0.000,-0.0000,-0.353,0.2226,0.200,0.040
23,25.049,-0.7551,0.000,-0.0000,0.069,0.0367,0.040,0.040
23,25.118,-0.7184,0.020,0.0050,-1.157,0.2070,0.200,0.080
23,23.961,-0.5114,0.077,0.0129,1.084,-0.0213,0.040,0.680
23,25.045,-0.5327,0.083,0.0075,-1.042,0.1454,0.200,0.160
23,24.003,-0.3873,0.000,-0.0000,0.049,0.0257,0.040,0.040
23,24.052,-0.3616,0.046,0.0037,0.517,0.1049,0.160,0.080
23,24.569,-0.2567,0.000,-0.0000,0.149,0.0376,0.080,0.040
23,24.718,-0.2191,0.000,-0.0000,-0.852,0.1968,0.240,0.040
23,23.866,-0.0222,0.000,-0.0000,0.502,0.0497,0.040,0.040
23,24.368,0.0275,0.074,0.0078,-0.746,0.5747,0.520,0.160
23,23.622,0.6022,0.065,0.0044,-0.362,0.2247,0.160,0.080
23,23.260,0.8270,0.000,-0.0000,0.061,0.0472,0.040,0.040
23,23.321,0.8741,0.049,0.0122,-0.185,0.2298,0.240,0.200
23,23.136,1.1039,0.038,0.0036,0.266,0.1826,0.240,0.120
23,23.402,1.2865,0.000,0.0000,-0.717,0.2461,0.240,0.040
23,22.685,1.5326,0.004,0.0047,0.046,0.0362,0.080,0.080
23,22.731,1.5687,0.043,0.0047,-0.000,0.0190,0.040,0.160
23,22.731,1.5878,0.067,0.0050,-1.230,0.1462,0.120,0.200
23,21.500,1.7339,0.047,0.0153,-5.854,0.0530,0.160,0.720
23,15.646,1.7870,0.000,-0.0000,-0.441,0.0663,0.080,0.040
23,15.205,1.8533,0.031,0.0104,-0.086,0.0433,0.080,0.080
23,15.119,1.8966,0.133,0.0047,0.078,0.0234,0.040,0.200
23,15.197,1.9200,0.088,0.0078,-2.458,-0.0358,0.080,0.120
23,12.740,1.8842,0.000,-0.0000,-0.870,0.0051,0.040,0.040
23,11.869,1.8893,0.182,0.0071,-1.061,-0.3797,0.120,0.320
23,10.809,1.5096,0.115,0.0184,0.195,-0.4279,0.240,0.200
23,11.003,1.0817,0.011,0.0065,0.150,-0.0291,0.080,0.080
23,11.153,1.0526,0.014,0.0030,-0.969,-0.2893,0.120,0.080
23,10.184,0.7633,0.000,-0.0000,0.159,-0.0610,0.040,0.040
23,10.343,0.7024,0.000,-0.0000,0.149,-0.0566,0.040,0.040
23,10.491,0.6458,0.089,0.0126,1.888,-0.3111,0.120,0.120
23,12.379,0.3347,0.000,-0.0000,0.758,-0.0837,0.040,0.040
23,13.137,0.2510,0.251,0.0218,-1.072,-0.2043,0.120,0.280
23,12.066,0.0467,0.000,-0.0000,-0.086,-0.0091,0.040,0.040
23,11.979,0.0376,0.022,0.0032,-1.391,-0.1439,0.080,0.200
23,10.588,-0.1062,0.000,-0.0000,-0.045,-0.6586,0.200,0.040
23,10.543,-0.7649,0.047,0.0001,0.454,-0.8574,0.360,0.080
23,10.997,-1.6223,0.041,0.0022,2.787,0.0351,0.120,0.080
23,13.784,-1.5872,0.000,-0.0000,0.993,-0.0064,0.040,0.040
23,14.777,-1.5936,0.185,0.0060,3.899,0.1151,0.200,0.240
23,18.676,-1.4785,0.000,-0.0000,0.705,0.0163,0.040,0.040
23,19.381,-1.4622,0.000,-0.0000,0.164,0.0096,0.040,0.040
23,19.544,-1.4526,0.042,0.0041,1.635,0.2427,0.200,0.080
23,21.180,-1.2100,0.000,0.0000,0.546,0.0248,0.080,0.040
23,21.725,-1.1852,0.000,0.0000,0.150,0.0157,0.040,0.040
23,21.875,-1.1695,0.005,0.0029,3.050,-0.0458,0.240,0.080
23,24.925,-1.2153,0.057,0.0016,0.486,-0.1735,0.160,0.120
23,25.411,-1.3888,0.098,0.0055,-0.219,-0.1318,0.120,0.080
23,25.192,-1.5206,0.079,0.0090,0.018,-0.0034,0.040,0.160
23,25.210,-1.5240,0.051,0.0000,-2.552,-0.1828,0.160,0.080
23,22.658,-1.7068,0.114,0.0084,1.908,-0.0983,0.200,0.280
23,24.566,-1.8051,0.085,0.0047,0.237,-0.0011,0.040,0.360
23,24.803,-1.8063,0.045,0.0044,1.146,0.0705,0.080,0.080
23,25.949,-1.7358,0.156,0.0018,-0.817,0.2407,0.160,0.160
23,25.132,-1.4951,0.055,0.0029,-0.410,0.1189,0.120,0.200
23,24.722,-1.3762,0.044,0.0034,0.692,0.2353,0.200,0.080
23,25.415,-1.1409,0.012,0.0082,-0.351,0.4003,0.320,0.120
23,25.064,-0.7406,0.032,0.0081,-0.638,0.1665,0.160,0.200
23,24.426,-0.5741,0.142,0.0107,-0.066,0.0069,0.080,0.440
23,24.360,-0.5672,0.000,-0.0000,1.087,-0.0484,0.080,0.040
23,25.446,-0.6156,0.089,0.0087,-1.643,0.3365,0.400,0.120
23,23.803,-0.2791,0.000,0.0000,0.081,0.0130,0.040,0.040
23,23.885,-0.2661,0.000,-0.0000,0.072,0.0109,0.040,0.040
23,23.956,-0.2552,0.000,-0.0000,0.130,0.0191,0.040,0.040
23,24.086,-0.2361,0.000,0.0000,-2.679,0.2764,0.280,0.040
23,21.407,0.0403,0.000,-0.0000,-0.038,0.0284,0.040,0.040
23,21.369,0.0686,0.068,0.0020,3.073,0.0505,0.200,0.080
23,24.443,0.1191,0.000,-0.0000,0.793,-0.0753,0.120,0.040
23,25.235,0.0438,0.000,-0.0000,-0.412,-0.2454,0.200,0.040
23,24.824,-0.2016,0.000,-0.0000,-0.853,-0.1556,0.120,0.040
23,23.971,-0.3572,0.000,0.0000,-0.062,-0.0295,0.040,0.040
23,23.909,-0.3867,0.050,0.0054,-2.614,-0.1759,0.160,0.320
23,21.295,-0.5626,0.000,-0.0000,-0.051,-0.0331,0.040,0.040
23,21.243,-0.5956,0.017,0.0071,1.957,-0.1686,0.200,0.080
23,23.200,-0.7642,0.018,0.0018,0.223,-0.0266,0.040,0.080
23,23.424,-0.7908,0.000,-0.0000,0.340,-0.0194,0.040,0.040
23,23.763,-0.8103,0.062,0.0017,-0.481,-0.1568,0.200,0.160
23,23.282,-0.9671,0.070,0.0095,2.060,0.0489,0.080,0.160
23,25.342,-0.9182,0.126,0.0086,-0.492,-0.1683,0.160,0.200
23,24.850,-1.0865,0.013,0.0028,0.039,-0.0068,0.040,0.080
23,24.889,-1.0934,0.116,0.0026,-2.033,-0.1325,0.120,0.360
23,22.856,-1.2258,0.006,0.0034,0.103,-0.0159,0.040,0.080
23,22.958,-1.2418,0.000,-0.0000,2.708,-0.0574,0.160,0.040
